IdReserva,IdHotel,IdTurista,IdActividad,IdTransporte,TotalReserva,DiasReserva,FechaLlegada
15884,787,281,1925,1867,864.00,2,2022-06-02 00:00:00
15885,789,282,1930,1868,1584.00,8,2022-05-09 00:00:00
15886,791,283,1933,1869,1473.00,5,2022-12-30 00:00:00
15887,792,284,1935,1870,1446.00,4,2022-07-04 00:00:00
15888,794,285,1937,1871,1443.00,5,2020-07-20 00:00:00
15889,795,286,1948,1872,1562.00,4,2022-10-26 00:00:00
15890,797,287,1951,1873,1258.00,8,2022-11-28 00:00:00
15891,798,288,1952,1874,3006.00,7,2020-10-22 00:00:00
15892,803,289,1953,1875,495.00,2,2019-07-02 00:00:00
15893,812,290,1960,1876,1694.00,5,2020-11-09 00:00:00
15894,813,291,1963,1877,1075.00,2,2022-11-08 00:00:00
15895,814,292,1966,1878,3245.00,8,2023-04-14 00:00:00
15896,817,293,1972,1879,826.00,5,2022-01-20 00:00:00
15897,820,294,1974,1880,2962.00,7,2019-03-24 00:00:00
15898,821,295,1975,1881,1124.00,4,2020-08-25 00:00:00
15899,823,296,1979,1882,1349.00,6,2021-09-25 00:00:00
15900,824,297,1980,1883,1012.00,1,2019-04-26 00:00:00
15901,826,298,1982,1884,3559.00,9,2019-03-28 00:00:00
15902,827,299,1987,1885,1216.00,9,2021-08-30 00:00:00
15903,828,300,1988,1886,1198.00,3,2019-08-14 00:00:00
15904,830,301,1989,1887,1513.00,5,2019-09-30 00:00:00
15905,831,302,1990,1888,1233.00,4,2019-07-30 00:00:00
15906,836,303,1992,1889,1637.00,5,2020-07-27 00:00:00
15907,839,304,1994,1890,3046.00,9,2020-01-27 00:00:00
15908,842,305,1995,1891,1216.00,7,2019-06-05 00:00:00
15909,966,306,1996,1892,1670.00,9,2019-07-25 00:00:00
15910,968,307,1997,1893,1566.00,4,2023-03-05 00:00:00
15911,970,308,1242,1894,1192.00,4,2020-07-26 00:00:00
15912,972,309,1243,1895,1344.00,4,2021-03-05 00:00:00
15913,974,310,1246,1896,845.00,1,2022-02-24 00:00:00
15914,975,311,1247,1897,1260.00,3,2019-08-17 00:00:00
15915,976,312,1249,1898,311.00,6,2020-09-17 00:00:00
15916,983,313,1250,1899,2787.00,6,2023-07-16 00:00:00
15917,985,314,1254,1900,1369.00,3,2019-10-08 00:00:00
15918,987,315,1257,1901,1499.00,5,2021-08-21 00:00:00
15919,988,316,1260,1903,2789.00,8,2022-05-29 00:00:00
15920,990,317,1261,1904,586.00,1,2023-02-26 00:00:00
15921,991,318,1262,1905,697.00,1,2021-03-12 00:00:00
15922,995,319,1263,1906,2451.00,6,2021-10-11 00:00:00
15923,997,320,1267,1907,1516.00,6,2021-07-28 00:00:00
15924,998,1002,1271,1908,1293.00,5,2022-07-17 00:00:00
15925,999,1003,1275,1910,1494.00,8,2019-12-19 00:00:00
15926,1000,1004,1281,1911,1531.00,6,2022-07-31 00:00:00
15927,1001,1005,1282,1912,2110.00,3,2023-06-03 00:00:00
15928,1002,1006,1289,1913,2065.00,5,2020-02-08 00:00:00
15929,1007,1007,1295,1914,2784.00,6,2020-03-04 00:00:00
15930,1008,1008,1297,1915,3498.00,9,2020-02-29 00:00:00
15931,1011,1009,1299,1916,1417.00,2,2020-12-24 00:00:00
15932,1015,1010,1300,1917,962.00,1,2020-08-12 00:00:00
15933,1016,1011,1301,1918,888.00,3,2021-08-19 00:00:00
15934,201,1012,1168,1919,1314.00,8,2019-09-13 00:00:00
15935,202,1013,1172,1920,2962.00,7,2019-04-15 00:00:00
15936,203,1014,1175,1921,688.00,3,2021-04-02 00:00:00
15937,204,1015,1184,1922,814.00,2,2019-11-09 00:00:00
15938,206,1016,1186,1923,1728.00,4,2022-10-28 00:00:00
15939,209,1017,1191,1924,1328.00,6,2022-06-21 00:00:00
15940,212,1018,1193,1925,494.00,1,2019-12-25 00:00:00
15941,215,1019,1197,1926,2544.00,8,2022-02-01 00:00:00
15942,216,1020,1199,1927,686.00,1,2019-08-28 00:00:00
15943,217,1021,1202,1928,3817.00,8,2021-11-02 00:00:00
15944,218,1022,1205,1929,1501.00,3,2021-09-01 00:00:00
15945,219,1023,1210,1930,1601.00,5,2023-10-03 00:00:00
15946,220,1024,1214,1931,1340.00,8,2021-11-17 00:00:00
15947,222,1025,1215,1932,1165.00,5,2021-01-12 00:00:00
15948,227,1026,1221,1933,1947.00,7,2022-02-13 00:00:00
15949,228,1027,1234,1934,1073.00,1,2020-07-03 00:00:00
15950,229,1028,1237,1935,1987.00,4,2019-07-29 00:00:00
15951,230,1029,1239,1936,1488.00,9,2021-06-08 00:00:00
15952,231,1030,1242,1937,1093.00,7,2022-12-01 00:00:00
15953,233,1031,1243,1938,666.00,6,2022-04-04 00:00:00
15954,234,1032,1246,1939,2018.00,8,2020-01-01 00:00:00
15955,235,1033,1247,1940,1656.00,5,2019-02-13 00:00:00
15956,236,1034,1249,1941,905.00,5,2021-09-18 00:00:00
15957,242,1035,1250,1942,1835.00,3,2019-04-10 00:00:00
15958,245,1036,1254,1943,1422.00,5,2022-10-27 00:00:00
15959,247,1037,1257,1944,1051.00,4,2020-10-23 00:00:00
15960,248,1038,1260,1945,2351.00,9,2020-04-13 00:00:00
15961,249,1039,1261,1946,1379.00,2,2019-06-08 00:00:00
15962,251,1040,1262,1947,1797.00,5,2021-01-11 00:00:00
15963,253,1041,1263,1948,2360.00,4,2019-08-31 00:00:00
15964,255,1042,1267,1949,1176.00,6,2022-06-17 00:00:00
15965,258,1043,1271,1950,1425.00,4,2019-01-15 00:00:00
15966,259,1044,1275,1951,1148.00,9,2020-03-19 00:00:00
15967,261,1045,1281,1952,1183.00,5,2019-01-16 00:00:00
15968,263,1046,1282,1953,964.00,1,2020-02-11 00:00:00
15969,265,1047,1289,1954,734.00,1,2022-01-28 00:00:00
15970,266,1048,1295,1955,2520.00,5,2020-12-17 00:00:00
15971,267,1049,1297,1956,3482.00,8,2022-07-09 00:00:00
15972,270,1050,1299,1957,1839.00,7,2022-11-30 00:00:00
15973,271,1051,1300,1958,1205.00,1,2021-10-12 00:00:00
15974,273,1052,1301,1959,1048.00,2,2021-07-18 00:00:00
15975,274,1053,1302,1960,2243.00,5,2019-02-24 00:00:00
15976,275,1054,1303,1961,1425.00,3,2019-08-24 00:00:00
15977,276,1055,1306,1962,2537.00,9,2021-11-21 00:00:00
15978,278,1056,1308,1963,1555.00,8,2021-02-10 00:00:00
15979,281,1057,1309,1964,1752.00,4,2020-05-25 00:00:00
15980,282,1058,1312,1965,712.00,1,2023-05-23 00:00:00
15981,283,1059,1313,1966,981.00,1,2019-02-11 00:00:00
15982,284,1060,1316,1967,591.00,1,2022-07-14 00:00:00
15983,285,1061,1323,1968,870.00,1,2021-12-01 00:00:00
15984,286,1062,1324,1969,1308.00,9,2022-01-14 00:00:00
15985,287,1063,1332,1970,911.00,2,2019-04-25 00:00:00
15986,289,1064,1339,1971,1524.00,7,2019-09-07 00:00:00
15987,291,1065,1342,1972,981.00,1,2021-10-07 00:00:00
15988,292,1066,1345,1973,917.00,5,2022-07-07 00:00:00
15989,293,1067,1356,1974,1421.00,3,2020-09-11 00:00:00
15990,295,1068,1358,1975,1253.00,4,2021-04-19 00:00:00
15991,296,1069,1359,1976,1565.00,5,2019-10-21 00:00:00
15992,278,1070,1308,1977,1567.00,8,2019-06-26 00:00:00
15993,281,1071,1309,1978,1649.00,3,2021-04-18 00:00:00
15994,282,1072,1312,1979,1664.00,9,2019-06-26 00:00:00
15995,283,1073,1313,1980,2081.00,8,2020-04-01 00:00:00
15996,284,1074,1316,1981,1243.00,6,2021-12-02 00:00:00
15997,285,1075,1323,1982,1079.00,4,2023-04-19 00:00:00
15998,286,1076,1324,1983,1031.00,6,2022-05-06 00:00:00
15999,287,1077,1332,1984,2171.00,9,2019-05-01 00:00:00
16000,289,1078,1339,1986,1365.00,6,2019-11-01 00:00:00
16001,291,1079,1342,1987,2108.00,5,2019-10-24 00:00:00
16002,292,1080,1345,1988,1408.00,9,2019-01-23 00:00:00
16003,293,1081,1356,1989,1809.00,6,2023-07-05 00:00:00
16004,295,1082,1358,1990,1090.00,2,2022-08-25 00:00:00
16005,296,1083,1359,1991,1850.00,8,2019-06-17 00:00:00
16006,297,1084,1361,1992,2004.00,9,2021-06-27 00:00:00
16007,298,1085,1363,1993,1158.00,2,2022-01-05 00:00:00
16008,299,1086,1366,1994,884.00,1,2023-01-17 00:00:00
16009,300,1087,1369,1995,1133.00,2,2019-09-28 00:00:00
16010,301,1088,1373,1996,1014.00,2,2022-10-24 00:00:00
16011,304,1089,1374,1997,733.00,9,2020-01-24 00:00:00
16012,310,1090,1376,1999,1710.00,2,2022-09-13 00:00:00
16013,313,1091,1381,2000,1567.00,9,2019-01-05 00:00:00
16014,314,1092,1384,2001,2577.00,5,2019-09-09 00:00:00
16015,315,1093,1389,1002,2636.00,8,2023-02-18 00:00:00
16016,316,1094,1397,1003,1332.00,2,2023-01-21 00:00:00
16017,321,1095,1402,1004,661.00,4,2023-01-24 00:00:00
16018,322,1096,1411,1005,666.00,7,2022-11-08 00:00:00
16019,323,1097,1412,1006,846.00,2,2021-03-10 00:00:00
16020,324,1098,1415,1008,1691.00,9,2019-01-27 00:00:00
16021,325,1099,1416,1009,2705.00,6,2021-06-22 00:00:00
16022,326,1100,1417,1010,1390.00,2,2022-09-09 00:00:00
16023,327,1101,1422,1011,3032.00,8,2021-11-06 00:00:00
16024,328,1102,1423,1012,1239.00,6,2021-01-07 00:00:00
16025,331,1103,1424,1013,3440.00,7,2019-07-23 00:00:00
16026,334,1104,1429,1014,1739.00,7,2020-04-20 00:00:00
16027,336,1105,1431,1016,2467.00,6,2019-05-08 00:00:00
16028,337,1106,1433,1017,1210.00,3,2022-06-27 00:00:00
16029,340,1107,1440,1018,2008.00,6,2021-02-15 00:00:00
16030,342,1108,1444,1019,2177.00,9,2020-04-09 00:00:00
16031,343,1109,1445,1020,888.00,6,2020-01-30 00:00:00
16032,344,1110,1447,1021,2654.00,5,2020-05-15 00:00:00
16033,353,1111,1451,1022,1204.00,3,2022-12-11 00:00:00
16034,354,1112,1452,1023,2370.00,8,2022-10-21 00:00:00
16035,356,1113,1458,1024,885.00,6,2019-09-24 00:00:00
16036,357,1114,1459,1025,726.00,5,2019-03-28 00:00:00
16037,358,1115,1460,1026,2633.00,7,2019-01-16 00:00:00
16038,359,1116,1471,1027,1484.00,8,2023-03-18 00:00:00
16039,361,1117,1481,1028,1004.00,6,2021-07-12 00:00:00
16040,362,1118,1486,1029,785.00,8,2019-12-31 00:00:00
16041,366,1119,1491,1030,1143.00,1,2022-07-13 00:00:00
16042,368,1120,1493,1031,1281.00,2,2019-01-09 00:00:00
16043,369,1121,1494,1032,315.00,1,2022-02-08 00:00:00
16044,375,1122,1501,1033,1463.00,3,2023-03-17 00:00:00
16045,376,1123,1503,1034,1646.00,7,2020-11-12 00:00:00
16046,378,1124,1505,1035,302.00,3,2021-10-24 00:00:00
16047,381,1125,1508,1036,2381.00,6,2021-12-30 00:00:00
16048,382,1126,1510,1037,1934.00,6,2019-12-20 00:00:00
16049,383,1127,1516,1038,2057.00,4,2022-11-27 00:00:00
16050,386,1128,1518,1039,1689.00,3,2021-05-04 00:00:00
16051,387,1129,1521,1040,1851.00,7,2022-06-02 00:00:00
16052,388,1130,1522,1041,1134.00,6,2022-05-30 00:00:00
16053,389,1131,1526,1042,904.00,1,2021-05-20 00:00:00
16054,391,1132,1527,1043,1844.00,5,2022-12-12 00:00:00
16055,392,1133,1535,1044,1783.00,9,2019-08-21 00:00:00
16056,393,1134,1537,1045,1259.00,2,2023-07-17 00:00:00
16057,396,1135,1538,1046,2933.00,9,2023-04-15 00:00:00
16058,399,1136,1543,1047,999.00,1,2023-07-19 00:00:00
16059,402,1137,1544,1048,2103.00,9,2020-09-24 00:00:00
16060,403,1138,1546,1049,1445.00,6,2020-03-02 00:00:00
16061,404,1139,1548,1050,2674.00,6,2021-12-26 00:00:00
16062,407,1140,1550,1051,2508.00,8,2022-11-30 00:00:00
16063,409,1141,1551,1052,1718.00,9,2023-03-13 00:00:00
16064,412,1142,1554,1053,2015.00,4,2020-12-21 00:00:00
16065,413,1143,1558,1054,1698.00,7,2021-11-25 00:00:00
16066,414,1144,1564,1055,3475.00,7,2022-07-29 00:00:00
16067,416,1145,1566,1056,790.00,2,2021-09-05 00:00:00
16068,421,1146,1569,1057,3494.00,7,2022-08-24 00:00:00
16069,422,1147,1571,1058,1389.00,6,2020-10-27 00:00:00
16070,429,1148,1574,1059,1895.00,6,2023-07-25 00:00:00
16071,430,1149,1579,1060,3125.00,9,2019-07-03 00:00:00
16072,432,1150,1580,1061,2234.00,5,2019-12-15 00:00:00
16073,433,1151,1581,1062,1088.00,1,2020-04-04 00:00:00
16074,434,1152,1587,1063,2146.00,9,2020-05-03 00:00:00
16075,439,1153,1590,1064,1966.00,6,2019-03-27 00:00:00
16076,440,1154,1591,1065,1218.00,7,2019-03-08 00:00:00
16077,441,1155,1595,1066,2066.00,3,2023-07-22 00:00:00
16078,443,1156,1601,1067,3149.00,9,2022-03-20 00:00:00
16079,445,1157,1611,1068,1050.00,2,2021-11-19 00:00:00
16080,446,1158,1613,1069,832.00,1,2023-06-01 00:00:00
16081,447,1159,1622,1070,1386.00,4,2019-07-06 00:00:00
16082,449,1160,1625,1071,1301.00,7,2019-10-20 00:00:00
16083,450,1161,1628,1072,2770.00,6,2021-06-25 00:00:00
16084,451,1162,1632,1073,1130.00,2,2019-07-29 00:00:00
16085,452,1163,1634,1074,2788.00,7,2020-07-21 00:00:00
16086,453,1164,1636,1075,1369.00,3,2023-07-20 00:00:00
16087,454,1165,1644,1076,1346.00,3,2023-02-26 00:00:00
16088,458,1166,1645,1077,1500.00,3,2019-05-03 00:00:00
16089,459,1167,1648,1078,1166.00,4,2022-04-10 00:00:00
16090,462,1168,1649,1079,2401.00,6,2019-11-12 00:00:00
16091,468,1169,1650,1080,2265.00,5,2020-03-26 00:00:00
16092,469,1170,1651,1081,665.00,1,2021-03-28 00:00:00
16093,471,1171,1657,1082,863.00,3,2022-07-29 00:00:00
16094,473,1172,1658,1083,1888.00,5,2021-12-09 00:00:00
16095,474,1173,1663,1085,880.00,4,2022-12-10 00:00:00
16096,475,1174,1664,1086,2519.00,4,2021-01-05 00:00:00
16097,476,1175,1665,1087,827.00,2,2021-03-27 00:00:00
16098,480,1176,1667,1088,3695.00,8,2019-07-25 00:00:00
16099,482,1177,1670,1089,802.00,2,2021-11-29 00:00:00
16100,488,1178,1676,1090,2772.00,7,2023-08-06 00:00:00
16101,489,1179,1679,1091,562.00,3,2019-08-23 00:00:00
16102,493,1180,1683,1092,1957.00,5,2022-07-17 00:00:00
16103,494,1181,1684,1093,1606.00,6,2020-06-05 00:00:00
16104,497,1182,1685,1094,1754.00,9,2020-07-16 00:00:00
16105,498,1183,1688,1095,435.00,2,2022-10-06 00:00:00
16106,502,1184,1689,1096,1339.00,3,2020-09-17 00:00:00
16107,503,1185,1690,1097,798.00,4,2020-05-21 00:00:00
16108,505,1186,1691,1098,935.00,6,2019-04-30 00:00:00
16109,506,1187,1696,1099,1964.00,8,2020-03-02 00:00:00
16110,508,1188,1697,1100,1414.00,4,2023-07-15 00:00:00
16111,510,1189,1701,1101,2180.00,9,2021-12-20 00:00:00
16112,511,1190,1702,1102,1979.00,4,2021-08-11 00:00:00
16113,512,1191,1704,1103,1172.00,1,2019-12-22 00:00:00
16114,513,1192,1711,1104,1774.00,6,2022-05-07 00:00:00
16115,519,1193,1712,1105,842.00,4,2021-04-15 00:00:00
16116,522,1194,1713,1106,2034.00,5,2019-10-29 00:00:00
16117,523,1195,1714,1107,1010.00,3,2022-04-08 00:00:00
16118,524,1196,1716,1108,579.00,1,2020-05-31 00:00:00
16119,525,1197,1717,1109,1296.00,2,2023-01-26 00:00:00
16120,526,1198,1723,1110,1577.00,6,2022-01-10 00:00:00
16121,527,1199,1725,1111,933.00,8,2022-01-22 00:00:00
16122,528,1200,1726,1112,2141.00,9,2022-01-06 00:00:00
16123,531,1201,1727,1113,3375.00,9,2020-02-02 00:00:00
16124,532,1202,1729,1114,943.00,1,2019-02-26 00:00:00
16125,542,1203,1730,1115,2068.00,7,2023-02-05 00:00:00
16126,543,1204,1734,1116,1003.00,6,2019-12-16 00:00:00
16127,544,1205,1742,1117,1228.00,1,2019-12-02 00:00:00
16128,545,1206,1745,1118,2426.00,7,2020-10-02 00:00:00
16129,546,1207,1750,1119,2335.00,9,2020-12-09 00:00:00
16130,547,1208,1752,1120,1767.00,5,2021-03-25 00:00:00
16131,549,1209,1753,1121,1846.00,6,2019-04-01 00:00:00
16132,550,1210,1754,1122,2217.00,5,2022-12-27 00:00:00
16133,551,1211,1758,1123,1272.00,5,2023-03-03 00:00:00
16134,552,1212,1759,1124,2032.00,9,2021-08-13 00:00:00
16135,555,1213,1763,1125,1349.00,4,2022-11-02 00:00:00
16136,556,1214,1764,1126,2273.00,9,2020-06-11 00:00:00
16137,557,1215,1768,1127,2360.00,6,2020-03-18 00:00:00
16138,560,1216,1769,1128,2265.00,9,2021-10-27 00:00:00
16139,564,1217,1770,1129,3712.00,7,2020-12-20 00:00:00
16140,566,1218,1771,1130,1435.00,6,2020-01-06 00:00:00
16141,568,1219,1772,1131,1599.00,8,2020-06-04 00:00:00
16142,569,1220,1774,1132,1397.00,8,2022-08-09 00:00:00
16143,573,1221,1779,1133,2047.00,4,2019-03-25 00:00:00
16144,574,1222,1780,1134,732.00,2,2021-08-02 00:00:00
16145,580,1223,1781,1135,1495.00,4,2019-08-25 00:00:00
16146,581,1224,1782,1136,1031.00,3,2019-10-25 00:00:00
16147,585,1225,1784,1137,1205.00,5,2022-08-04 00:00:00
16148,587,1226,1785,1138,2384.00,8,2023-02-19 00:00:00
16149,589,1227,1788,1139,2151.00,6,2022-04-02 00:00:00
16150,591,1228,1790,1140,1583.00,6,2022-01-07 00:00:00
16151,592,1229,1794,1141,908.00,1,2023-04-23 00:00:00
16152,596,1230,1803,1142,1407.00,6,2023-03-06 00:00:00
16153,597,1231,1804,1143,1809.00,4,2020-11-08 00:00:00
16154,600,1232,1805,1144,1957.00,9,2019-10-25 00:00:00
16155,601,1233,1806,1145,1480.00,3,2022-09-17 00:00:00
16156,606,1234,1808,1146,1800.00,9,2023-07-13 00:00:00
16157,608,1235,1813,1147,1464.00,4,2023-06-28 00:00:00
16158,609,1236,1817,1148,1926.00,7,2021-05-12 00:00:00
16159,610,1237,1818,1149,2241.00,7,2022-08-31 00:00:00
16160,612,1238,1821,1150,2145.00,6,2019-05-16 00:00:00
16161,613,1239,1827,1151,2118.00,8,2021-05-01 00:00:00
16162,614,1240,1829,1152,1603.00,3,2022-01-10 00:00:00
16163,615,1241,1837,1153,3572.00,9,2019-07-27 00:00:00
16164,620,1242,1842,1154,1860.00,6,2019-01-09 00:00:00
16165,622,1243,1843,1155,1113.00,1,2021-08-06 00:00:00
16166,623,1244,1844,1156,1370.00,6,2022-07-25 00:00:00
16167,624,1245,1851,1157,1144.00,2,2021-01-21 00:00:00
16168,626,1246,1853,1158,1167.00,5,2023-01-19 00:00:00
16169,628,1247,1855,1159,1335.00,4,2020-05-09 00:00:00
16170,629,1248,1856,1160,3273.00,9,2022-06-07 00:00:00
16171,630,1249,1859,1161,1612.00,6,2019-08-10 00:00:00
16172,633,1250,1861,1162,1097.00,9,2020-11-24 00:00:00
16173,634,1251,1863,1163,2001.00,6,2020-11-20 00:00:00
16174,636,1252,1870,1164,367.00,2,2021-04-04 00:00:00
16175,638,1253,1873,1165,1942.00,6,2021-02-23 00:00:00
16176,639,1254,1876,1166,569.00,4,2020-03-31 00:00:00
16177,640,1255,1877,1167,1211.00,3,2019-08-02 00:00:00
16178,644,1256,1883,1168,3228.00,9,2020-03-09 00:00:00
16179,646,1257,1884,1169,1115.00,6,2020-07-04 00:00:00
16180,647,1258,1885,1170,782.00,5,2020-06-19 00:00:00
16181,648,1259,1889,1171,2880.00,7,2023-01-18 00:00:00
16182,650,1260,1891,1172,757.00,2,2021-02-13 00:00:00
16183,652,1261,1892,1173,1634.00,3,2021-09-29 00:00:00
16184,654,1262,1896,1174,1430.00,7,2023-11-04 00:00:00
16185,655,1263,1897,1175,1119.00,3,2020-10-08 00:00:00
16186,656,1264,1899,1176,1812.00,3,2020-09-15 00:00:00
16187,660,1265,1902,1177,3306.00,7,2021-10-24 00:00:00
16188,665,1092,1906,1178,3749.00,9,2020-01-14 00:00:00
16189,666,1093,1908,1179,1063.00,1,2020-04-18 00:00:00
16190,669,1094,1910,1180,1448.00,4,2019-06-06 00:00:00
16191,670,1095,1918,1182,1911.00,5,2020-07-06 00:00:00
16192,672,1096,1921,1183,1531.00,5,2021-08-02 00:00:00
16193,674,1097,1924,1184,1738.00,6,2020-10-30 00:00:00
16194,677,1098,1925,1185,556.00,1,2022-07-11 00:00:00
16195,678,1099,1930,1186,1096.00,5,2022-04-25 00:00:00
16196,680,1100,1933,1187,1922.00,8,2019-05-03 00:00:00
16197,683,1101,1935,1188,2752.00,6,2022-11-30 00:00:00
16198,684,1102,1937,1189,1618.00,5,2022-04-03 00:00:00
16199,685,1103,1948,1190,3207.00,8,2023-01-07 00:00:00
16200,686,1104,1951,1191,1414.00,9,2021-09-02 00:00:00
16201,687,1105,1952,1192,948.00,1,2021-07-07 00:00:00
16202,688,1106,1953,1194,1184.00,1,2020-09-12 00:00:00
16203,691,1107,1960,1195,576.00,1,2023-01-15 00:00:00
16204,696,1108,1963,1196,822.00,5,2022-10-10 00:00:00
16205,699,1109,1966,1197,2289.00,7,2021-11-03 00:00:00
16206,700,1110,1972,1198,929.00,5,2022-01-22 00:00:00
16207,701,1111,1974,1199,2379.00,5,2020-07-01 00:00:00
16208,702,1112,1975,1200,1301.00,3,2022-07-05 00:00:00
16209,704,1113,1979,1201,1742.00,8,2022-12-24 00:00:00
16210,707,1114,1980,1202,1168.00,6,2021-05-29 00:00:00
16211,708,1115,1982,1203,1704.00,2,2021-06-28 00:00:00
16212,709,1116,1987,1204,1198.00,9,2019-06-26 00:00:00
16213,710,1117,1988,1205,2119.00,5,2019-06-17 00:00:00
16214,711,1118,1989,1206,1714.00,8,2019-01-14 00:00:00
16215,713,1119,1990,1207,1923.00,6,2021-07-08 00:00:00
16216,715,1120,1992,1208,1509.00,4,2019-01-21 00:00:00
16217,716,1121,1994,1209,2216.00,5,2020-11-06 00:00:00
16218,719,1122,1995,1210,526.00,3,2021-02-24 00:00:00
16219,721,1123,1996,1211,1507.00,6,2022-10-30 00:00:00
16220,723,1124,1997,1213,1456.00,3,2020-01-21 00:00:00
16221,724,1125,1821,1214,1164.00,3,2023-02-20 00:00:00
16222,725,1126,1827,1215,714.00,2,2019-08-29 00:00:00
16223,726,1127,1829,1216,3344.00,7,2019-01-23 00:00:00
16224,727,1128,1837,1217,2453.00,7,2022-02-26 00:00:00
16225,728,1129,1842,1218,1870.00,9,2021-09-03 00:00:00
16226,731,1130,1843,1219,2051.00,4,2022-11-14 00:00:00
16227,732,1131,1844,1220,2318.00,7,2020-09-13 00:00:00
16228,734,1132,1851,1221,2118.00,4,2020-06-13 00:00:00
16229,737,1133,1853,1222,1685.00,5,2019-07-24 00:00:00
16230,739,1134,1855,1223,1617.00,9,2023-07-24 00:00:00
16231,740,1135,1856,1224,1843.00,4,2023-04-04 00:00:00
16232,744,1136,1859,1225,627.00,1,2019-03-10 00:00:00
16233,748,1137,1861,1226,1052.00,5,2019-02-05 00:00:00
16234,749,1138,1863,1227,2478.00,7,2023-08-07 00:00:00
16235,750,1139,1870,1228,245.00,3,2022-09-24 00:00:00
16236,751,1140,1873,1229,2106.00,6,2021-07-30 00:00:00
16237,752,1141,1876,1230,1173.00,6,2020-09-03 00:00:00
16238,754,1142,1877,1231,1736.00,9,2021-10-09 00:00:00
16239,755,1143,1883,1232,1029.00,1,2020-08-08 00:00:00
16240,756,1144,1884,1233,1154.00,8,2022-01-18 00:00:00
16241,758,1145,1885,1234,1538.00,8,2019-04-24 00:00:00
16242,760,1146,1889,1235,2079.00,4,2021-08-30 00:00:00
16243,761,1147,1891,1236,2191.00,7,2020-11-19 00:00:00
16244,765,1148,1892,1237,2958.00,6,2022-09-29 00:00:00
16245,766,1149,1896,1239,1722.00,4,2020-10-13 00:00:00
16246,768,1150,1897,1240,2599.00,9,2022-04-09 00:00:00
16247,770,1151,1899,1241,3029.00,7,2021-02-19 00:00:00
16248,771,1152,1902,1242,2498.00,6,2021-01-07 00:00:00
16249,772,1153,1906,1243,3548.00,8,2022-08-03 00:00:00
16250,775,1154,1908,1244,1658.00,3,2021-08-05 00:00:00
16251,777,1155,1910,1245,1536.00,9,2019-12-18 00:00:00
16252,783,1156,1918,1246,2610.00,6,2019-08-27 00:00:00
16253,784,1157,1921,1247,1077.00,6,2019-02-26 00:00:00
16254,785,1158,1924,1248,968.00,2,2020-07-24 00:00:00
16255,787,1159,1925,1249,696.00,1,2021-05-11 00:00:00
16256,98,1160,1001,1250,2277.00,9,2020-03-14 00:00:00
16257,102,1161,1011,1251,1264.00,2,2019-03-04 00:00:00
16258,105,1162,1012,1252,2511.00,6,2023-05-17 00:00:00
16259,106,1163,1014,1253,1520.00,4,2023-07-26 00:00:00
16260,107,1164,1015,1254,1183.00,5,2019-11-05 00:00:00
16261,110,1165,1018,1255,2346.00,6,2022-08-16 00:00:00
16262,111,1166,1021,1256,2560.00,9,2023-01-18 00:00:00
16263,112,1167,1025,1257,1922.00,5,2021-10-21 00:00:00
16264,114,1168,1027,1258,1015.00,8,2019-06-14 00:00:00
16265,115,1169,1028,1259,1533.00,7,2019-12-01 00:00:00
16266,117,1170,1032,1260,1152.00,7,2020-11-25 00:00:00
16267,118,1171,1038,1261,1265.00,5,2022-07-31 00:00:00
16268,119,1172,1039,1262,2308.00,8,2019-10-26 00:00:00
16269,120,1173,1041,1263,2986.00,9,2023-01-14 00:00:00
16270,121,1174,1042,1264,1013.00,1,2019-11-04 00:00:00
16271,122,1175,1044,1265,3052.00,7,2019-07-21 00:00:00
16272,123,1176,1045,1266,2911.00,9,2019-08-21 00:00:00
16273,124,1177,1046,1267,688.00,4,2021-05-24 00:00:00
16274,126,1178,1054,1268,1093.00,3,2020-06-06 00:00:00
16275,130,1179,1067,1269,2605.00,8,2021-08-03 00:00:00
16276,131,1180,1069,1270,3327.00,6,2023-05-19 00:00:00
16277,133,1181,1074,1271,1011.00,1,2023-02-15 00:00:00
16278,140,1182,1076,1272,1391.00,9,2019-10-12 00:00:00
16279,142,1183,1079,1274,686.00,9,2022-08-01 00:00:00
16280,143,1184,1082,1275,588.00,5,2021-04-09 00:00:00
16281,144,1185,1084,1276,2036.00,4,2023-03-19 00:00:00
16282,147,1186,1086,1277,1359.00,3,2022-11-22 00:00:00
16283,150,1187,1092,1278,2553.00,7,2020-02-16 00:00:00
16284,151,1188,1096,1279,2168.00,9,2022-06-12 00:00:00
16285,152,1189,1100,1280,472.00,1,2021-06-09 00:00:00
16286,153,1190,1112,1281,1519.00,9,2019-05-20 00:00:00
16287,154,1191,1114,1282,1868.00,3,2020-11-30 00:00:00
16288,159,1192,1118,1283,721.00,2,2021-07-07 00:00:00
16289,163,1193,1120,1284,1960.00,7,2020-05-17 00:00:00
16290,166,1194,1121,1285,1205.00,2,2021-09-22 00:00:00
16291,168,1195,1123,1286,1663.00,4,2022-08-27 00:00:00
16292,172,1196,1127,1287,912.00,1,2023-01-24 00:00:00
16293,173,1197,1128,1288,973.00,1,2021-06-12 00:00:00
16294,179,1198,1135,1289,914.00,2,2020-05-10 00:00:00
16295,182,1199,1136,1290,1148.00,2,2020-04-30 00:00:00
16296,183,1200,1138,1291,2430.00,5,2022-09-21 00:00:00
